run_name,source_val_domain,selected_epoch,source_val_macro_f1,target_macro_f1,worst_domain_macro_f1,domain8_macro_f1,metrics_path
wicbr_carat_v2_lodo,13,27,0.8604826629161835,0.8410817186037699,0.5686176667610804,0.5686176667610804,results/widar3_domain8_focus_lodo_d13/wicbr_carat_v2_lodo_metrics.json
wicbr_carat_v2_lodo,14,21,0.862321525812149,0.8082336982091268,0.44649828349550563,0.44649828349550563,results/widar3_domain8_focus_lodo_d14/wicbr_carat_v2_lodo_metrics.json
wicbr_carat_v2_lodo,15,27,0.9447364111741384,0.8818499048550924,0.5443334331115087,0.5443334331115087,results/widar3_domain8_focus_lodo_d15/wicbr_carat_v2_lodo_metrics.json
wicbr_carat_v3_lodo,9,29,0.9247347017129263,0.8596920569737753,0.6015018473068873,0.6015018473068873,results/widar3_domain8_focus_lodo_d9/wicbr_carat_v3_lodo_metrics.json
wicbr_carat_v3_lodo,10,30,0.3120567401250203,0.878594974676768,0.6127425283193588,0.6127425283193588,results/widar3_domain8_focus_lodo_d10/wicbr_carat_v3_lodo_metrics.json
wicbr_carat_v3_lodo,11,12,0.9298095802466074,0.7868523299694061,0.41679775218168896,0.41679775218168896,results/widar3_domain8_focus_lodo_d11/wicbr_carat_v3_lodo_metrics.json
wicbr_carat_v3_lodo,12,13,0.9548168778419495,0.826562742392222,0.43127988030513126,0.43127988030513126,results/widar3_domain8_focus_lodo_d12/wicbr_carat_v3_lodo_metrics.json
wicbr_carat_v3_lodo,13,20,0.8743433554967245,0.8347574571768442,0.5457019011179606,0.5457019011179606,results/widar3_domain8_focus_lodo_d13/wicbr_carat_v3_lodo_metrics.json
wicbr_carat_v3_lodo,14,21,0.8946833809216818,0.8526062468687693,0.5315698931614558,0.5315698931614558,results/widar3_domain8_focus_lodo_d14/wicbr_carat_v3_lodo_metrics.json
wicbr_carat_v3_lodo,15,15,0.9396921694278717,0.8656150897343954,0.5437537531057993,0.5437537531057993,results/widar3_domain8_focus_lodo_d15/wicbr_carat_v3_lodo_metrics.json
wicbr_lodo_full,9,26,0.9186698893706003,0.8289716641108195,0.49589929978052777,0.49589929978052777,results/widar3_domain8_focus_lodo_d9/wicbr_lodo_full_metrics.json
wicbr_lodo_full,10,25,0.3223140438397725,0.6994543274243673,0.41853230943282443,0.41853230943282443,results/widar3_domain8_focus_lodo_d10/wicbr_lodo_full_metrics.json
wicbr_lodo_full,11,30,0.9485179086526235,0.8547118504842123,0.563627670208613,0.563627670208613,results/widar3_domain8_focus_lodo_d11/wicbr_lodo_full_metrics.json
wicbr_lodo_full,12,25,0.9573088586330414,0.8472435275713602,0.42941247423489887,0.42941247423489887,results/widar3_domain8_focus_lodo_d12/wicbr_lodo_full_metrics.json
wicbr_lodo_full,13,25,0.8576022982597351,0.8405276636282603,0.41590893516937893,0.41590893516937893,results/widar3_domain8_focus_lodo_d13/wicbr_lodo_full_metrics.json
wicbr_lodo_full,14,27,0.853893369436264,0.8127921223640442,0.43325624863306683,0.43325624863306683,results/widar3_domain8_focus_lodo_d14/wicbr_lodo_full_metrics.json
wicbr_lodo_full,15,28,0.9331148862838745,0.8620702723662058,0.5190852036078771,0.5190852036078771,results/widar3_domain8_focus_lodo_d15/wicbr_lodo_full_metrics.json
wicbr_lodo_no_fusion,9,21,0.9158146977424622,0.8364755809307098,0.5047391479214033,0.5047391479214033,results/widar3_domain8_focus_lodo_d9/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_no_fusion,10,25,0.2754303614298503,0.7744310100873312,0.3960111737251282,0.3960111737251282,results/widar3_domain8_focus_lodo_d10/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_no_fusion,11,30,0.8768999675909678,0.8291995525360107,0.5706691940625509,0.5706691940625509,results/widar3_domain8_focus_lodo_d11/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_no_fusion,12,28,0.9509320855140686,0.7625439167022705,0.36612321498493355,0.36612321498493355,results/widar3_domain8_focus_lodo_d12/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_no_fusion,13,22,0.8456431229909261,0.801606555779775,0.43930140137672424,0.43930140137672424,results/widar3_domain8_focus_lodo_d13/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_no_fusion,14,28,0.8649362524350485,0.8450121283531189,0.5165587514638901,0.5165587514638901,results/widar3_domain8_focus_lodo_d14/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_no_fusion,15,29,0.9235060413678488,0.8825082083543142,0.6271249304215113,0.6271249304215113,results/widar3_domain8_focus_lodo_d15/wicbr_lodo_no_fusion_metrics.json
wicbr_lodo_phase_only,9,29,0.9012816250324249,0.8149220248063406,0.6733155945936838,0.6733155945936838,results/widar3_domain8_focus_lodo_d9/wicbr_lodo_phase_only_metrics.json
wicbr_lodo_phase_only,10,16,0.28264208634694415,0.7621464629968008,0.6280287206172943,0.6280287206172943,results/widar3_domain8_focus_lodo_d10/wicbr_lodo_phase_only_metrics.json
wicbr_lodo_phase_only,11,24,0.8365819454193115,0.8282186190287272,0.6148781081040701,0.6148781081040701,results/widar3_domain8_focus_lodo_d11/wicbr_lodo_phase_only_metrics.json
wicbr_lodo_phase_only,12,30,0.9135908683141073,0.8613038261731466,0.7013252774874369,0.7013252774874369,results/widar3_domain8_focus_lodo_d12/wicbr_lodo_phase_only_metrics.json
wicbr_lodo_phase_only,13,29,0.8733650048573812,0.753695954879125,0.5564274589220682,0.5564274589220682,results/widar3_domain8_focus_lodo_d13/wicbr_lodo_phase_only_metrics.json
wicbr_lodo_phase_only,14,28,0.8625458975632986,0.8116291066010793,0.5994298011064529,0.5994298011064529,results/widar3_domain8_focus_lodo_d14/wicbr_lodo_phase_only_metrics.json
wicbr_lodo_phase_only,15,28,0.9200809895992279,0.8482420345147451,0.6376557350158691,0.6376557350158691,results/widar3_domain8_focus_lodo_d15/wicbr_lodo_phase_only_metrics.json
